,BlockNumber,DateTime,Deviation,DirectionNum,DirectionText,Lat,Lon,RouteID,TripEndTime,TripHeadsign,TripID,TripStartTime,VehicleID
153,BX-25,2019-04-12T13:33:52,1.0,0,EAST,38.89994,-76.982765,X2,2019-04-12T13:45:00,MINNESOTA AVENUE STATION,906483060,2019-04-12T12:59:00,5468
154,FJ-24,2019-04-12T13:33:53,5.0,1,SOUTH,38.814499,-77.053207,10A,2019-04-12T13:47:00,HUNTINGTON STATION N,914385060,2019-04-12T13:00:00,3138
155,FJ-64,2019-04-12T13:33:46,-1.0,1,SOUTH,38.836803,-77.06147,10B,2019-04-12T13:58:00,HUNTING POINT,911819060,2019-04-12T13:00:00,3187
156,FC-21,2019-04-12T13:33:50,4.0,1,WEST,38.847572,-77.136047,16A,2019-04-12T13:53:00,ANNANDALE - PIKE RIDE,907872060,2019-04-12T13:00:00,3157
157,FC-75,2019-04-12T13:33:39,8.0,1,WEST,38.859852,-77.117142,16G,2019-04-12T13:27:00,ARLINGTON MILL - PIKE RIDE,908544060,2019-04-12T13:00:00,2667
158,FB-30,2019-04-12T13:33:43,-1.0,1,WEST,38.850285,-77.100037,22A,2019-04-12T13:51:00,BALLSTON,922558060,2019-04-12T13:00:00,2975
159,FB-22,2019-04-12T13:33:42,4.0,0,EAST,38.83633,-77.085327,22A,2019-04-12T13:47:00,PENTAGON VIA PENTAGON CITY,922493060,2019-04-12T13:00:00,3143
160,A-610,2019-04-12T13:33:44,20.0,1,WEST,38.857281,-77.142113,26A,2019-04-12T13:49:00,N V C C - ANNANDALE,931954060,2019-04-12T13:00:00,7180
161,FE-04,2019-04-12T13:33:49,0.0,0,EAST,38.87558,-77.160606,28A,2019-04-12T14:19:00,KING STREET - OLD TOWN STATION,921205060,2019-04-12T13:00:00,3172
162,A-208,2019-04-12T13:33:47,1.0,1,WEST,38.880798,-77.229332,2A,2019-04-12T13:34:00,DUNN LORING STATION,901269060,2019-04-12T13:00:00,7199
163,AM-23,2019-04-12T13:33:54,4.0,0,EAST,38.903534,-77.05291,38B,2019-04-12T13:39:00,FARRAGUT SQUARE,900034060,2019-04-12T13:00:00,7187
164,W-412,2019-04-12T13:33:55,19.0,1,SOUTH,38.910278,-77.0439,42,2019-04-12T13:36:00,GALLERY PLACE,936816060,2019-04-12T13:00:00,6501
165,N-506,2019-04-12T13:33:49,6.0,1,SOUTH,38.905918,-77.032219,52,2019-04-12T13:50:00,L'ENFANT PLAZA STATION,923819060,2019-04-12T13:00:00,7228
166,M-702,2019-04-12T13:33:46,15.0,0,NORTH,38.915295,-77.021919,70,2019-04-12T13:59:00,SILVER SPRING STATION,898704060,2019-04-12T13:00:00,5445
167,M-712,2019-04-12T13:33:50,6.0,1,SOUTH,38.946182,-77.026649,70,2019-04-12T14:06:00,ARCHIVES,898761060,2019-04-12T13:00:00,7362
168,F-720,2019-04-12T13:33:55,4.0,1,SOUTH,38.81974,-77.1362,7A,2019-04-12T13:31:00,LINCOLNIA,932332060,2019-04-12T13:00:00,3123
169,B-842,2019-04-12T13:33:49,3.0,0,NORTH,38.91489,-77.008911,80,2019-04-12T13:58:00,FORT TOTTEN,938759060,2019-04-12T13:00:00,2904
170,B-804,2019-04-12T13:33:56,9.0,0,NORTH,38.959419,-76.946823,86,2019-04-12T14:16:00,CALVERTON,933329060,2019-04-12T13:00:00,2940
171,B-918,2019-04-12T13:33:27,3.0,0,EAST,38.916969,-77.032158,96,2019-04-12T14:32:00,CAPITOL HEIGHTS STATION,913757060,2019-04-12T13:00:00,2955
172,LA-10,2019-04-12T13:33:33,11.0,0,NORTH,38.93256,-76.866676,A12,2019-04-12T13:52:00,CAPITAL PLAZA,940116060,2019-04-12T13:00:00,8022
173,LA-25,2019-04-12T13:33:39,7.0,1,SOUTH,38.918324,-76.860405,A12,2019-04-12T13:54:00,ADDISON RD STATION,940067060,2019-04-12T13:00:00,8024
174,BB-03,2019-04-12T13:33:50,-4.0,1,SOUTH,38.880352,-76.983643,B2,2019-04-12T13:59:00,ANACOSTIA STATION,911030060,2019-04-12T13:00:00,2865
175,LB-33,2019-04-12T13:33:44,1.0,0,NORTH,39.153461,-76.726593,B30,2019-04-12T13:50:00,BWI - THURGOOD MARSHALL  AIRPORT,931573060,2019-04-12T13:00:00,8007
176,BD-14,2019-04-12T13:33:42,6.0,0,EAST,38.909824,-77.044884,D6,2019-04-12T14:19:00,STADIUM-ARMORY,927315060,2019-04-12T13:00:00,2888
177,BD-80,2019-04-12T13:33:44,7.0,0,NORTH,38.919411,-76.991104,D8,2019-04-12T13:56:00,WASHINGTON HOSPITAL CENTER,920079060,2019-04-12T13:00:00,6167
178,LF-62,2019-04-12T13:33:51,5.0,1,WEST,38.963757,-76.947006,F4,2019-04-12T14:02:00,SILVER SPRING STATION,942542060,2019-04-12T13:00:00,6005
179,LF-97,2019-04-12T13:33:56,5.0,0,EAST,38.972122,-76.953476,F6,2019-04-12T14:07:00,NEW CARROLLTON STATION,942899060,2019-04-12T13:00:00,6004
180,BG-53,2019-04-12T13:33:53,5.0,0,EAST,38.922447,-76.992294,G8,2019-04-12T13:58:00,AVONDALE,894973060,2019-04-12T13:00:00,2835
181,LH-05,2019-04-12T13:33:48,6.0,0,NORTH,38.851055,-76.956299,H12,2019-04-12T13:28:00,NAYLOR RD STATION,933131060,2019-04-12T13:00:00,7009
182,MJ-03,2019-04-12T13:33:39,6.0,0,EAST,38.983456,-77.095406,J2,2019-04-12T13:43:00,SILVER SPRING STATION VIA BETHESDA,912717060,2019-04-12T13:00:00,7066
183,WL-13,2019-04-12T13:33:54,20.0,0,NORTH,38.923176,-77.043076,L2,2019-04-12T13:40:00,CHEVY CHASE CIRCLE,915856060,2019-04-12T13:00:00,7136
184,WN-07,2019-04-12T13:32:34,10.0,1,WEST,38.93718,-77.084808,N4,2019-04-12T13:35:00,FRIENDSHIP HEIGHTS,933832060,2019-04-12T13:00:00,7134
185,LP-26,2019-04-12T13:33:48,8.0,1,WEST,38.838791,-76.948433,P12,2019-04-12T13:57:00,EASTOVER,918519060,2019-04-12T13:00:00,7018
186,SP-01,2019-04-12T13:33:55,4.0,1,SOUTH,38.898506,-77.027031,P6,2019-04-12T14:04:00,ANACOSTIA STATION,926727060,2019-04-12T13:00:00,6560
187,SP-06,2019-04-12T13:33:34,2.0,0,NORTH,38.894287,-77.025154,P6,2019-04-12T14:05:00,RHODE ISLAND AVE STATION,926816060,2019-04-12T13:00:00,6578
188,MQ-01,2019-04-12T13:33:41,5.0,1,SOUTH,39.075188,-77.116364,Q6,2019-04-12T13:48:00,WHEATON STATION,900662060,2019-04-12T13:00:00,7264
189,CR-04,2019-04-12T13:33:45,3.0,1,SOUTH,38.74305,-77.084999,REX,2019-04-12T13:59:00,FORT BELVOIR,903990060,2019-04-12T13:00:00,6303
190,NX-01,2019-04-12T13:33:39,8.0,1,SOUTH,38.923378,-77.03656,S9,2019-04-12T13:42:00,FRANKLIN SQUARE,897981060,2019-04-12T13:00:00,6458
191,PV-38,2019-04-12T13:33:51,1.0,1,WEST,38.866791,-76.985237,V2,2019-04-12T13:40:00,ANACOSTIA STATION,904368060,2019-04-12T13:00:00,7302
192,B-180,2019-04-12T13:33:44,2.0,0,EAST,38.896282,-77.009048,X8,2019-04-12T13:15:00,CARVER TERRACE,914832060,2019-04-12T13:00:00,2842
193,BX-81,2019-04-12T13:33:34,5.0,0,EAST,38.897095,-76.947243,X9,2019-04-12T13:29:00,MINNESOTA AVENUE STATION,897707060,2019-04-12T13:00:00,2681
194,MZ-32,2019-04-12T13:33:09,17.0,0,NORTH,39.038063,-76.994141,Z6,2019-04-12T13:54:00,BURTONSVILLE PARK & RIDE,909285060,2019-04-12T13:00:00,6019
195,MZ-19,2019-04-12T13:33:46,8.0,1,SOUTH,39.044842,-76.980865,Z8,2019-04-12T13:49:00,SILVER SPRING STATION,909563060,2019-04-12T13:00:00,6147
196,B-321,2019-04-12T13:33:54,2.0,0,EAST,38.884262,-76.99556,36,2019-04-12T13:55:00,NAYLOR RD STATION,940916060,2019-04-12T13:01:00,2846
197,BB-04,2019-04-12T13:33:45,0.0,0,NORTH,38.893646,-76.983589,B2,2019-04-12T13:58:00,MT RAINIER,911003060,2019-04-12T13:01:00,2833
198,SP-49,2019-04-12T13:33:41,6.0,0,NORTH,38.818932,-76.999641,W14,2019-04-12T13:37:00,SOUTHERN AVE STATION,928028060,2019-04-12T13:01:00,6404
199,FC-14,2019-04-12T13:33:36,4.0,0,EAST,38.852409,-77.12471,16A,2019-04-12T13:50:00,PENTAGON - PIKE RIDE,907910060,2019-04-12T13:02:00,3106
200,WE-43,2019-04-12T13:33:56,-3.0,1,WEST,38.964916,-77.074509,E4,2019-04-12T13:41:00,FRIENDSHIP HEIGHTS,934230060,2019-04-12T13:02:00,7147
201,BG-47,2019-04-12T13:33:47,6.0,1,WEST,38.917095,-77.008423,G8,2019-04-12T13:54:00,FARRAGUT SQUARE,895048060,2019-04-12T13:02:00,2866
202,WN-09,2019-04-12T13:33:31,8.0,0,EAST,38.915119,-77.054787,N4,2019-04-12T13:35:00,FARRAGUT SQUARE,933904060,2019-04-12T13:02:00,7112
203,S-906,2019-04-12T13:33:48,12.0,1,SOUTH,38.914967,-77.018944,90,2019-04-12T14:04:00,ANACOSTIA STATION,903172060,2019-04-12T13:04:00,6563
204,MQ-15,2019-04-12T13:33:45,1.0,1,SOUTH,39.039581,-77.054779,Q4,2019-04-12T13:53:00,SILVER SPRING STATION,900655060,2019-04-12T13:04:00,7368
205,MZ-17,2019-04-12T13:33:48,1.0,1,SOUTH,39.077961,-76.942047,Z6,2019-04-12T14:04:00,SILVER SPRING STATION,909315060,2019-04-12T13:04:00,6029
206,A-124,2019-04-12T13:33:56,5.0,1,WEST,38.870499,-77.153908,1A,2019-04-12T14:05:00,VIENNA STATION,905893060,2019-04-12T13:05:00,7170
207,FE-19,2019-04-12T13:33:39,2.0,1,WEST,38.846481,-77.125259,28A,2019-04-12T14:22:00,TYSONS CORNER STA,921153060,2019-04-12T13:05:00,3182
208,B-351,2019-04-12T13:33:56,-1.0,1,WEST,38.887058,-77.001717,36,2019-04-12T14:15:00,POTOMAC PARK,940759060,2019-04-12T13:05:00,2867
